code,interlevel,location,original,
60417012,Bgy,Tamalagon,TRUE,
60417013,Bgy,Tamokoe,TRUE,
60417014,Bgy,Tondog,TRUE,
60417015,Bgy,Vivo,TRUE,
60600000,Prov,ANTIQUE,TRUE,
60601000,Mun,ANINI-Y,TRUE,
60601001,Bgy,Bayo Grande,TRUE,
60601002,Bgy,Bayo Pequeño,TRUE,
60601004,Bgy,Butuan,TRUE,
60601005,Bgy,Casay,TRUE,
60601006,Bgy,Casay Viejo,TRUE,
60601007,Bgy,Iba,TRUE,
60601008,Bgy,Igbarabatuan,TRUE,
60601009,Bgy,Igpalge,TRUE,
60601010,Bgy,Igtumarom,TRUE,
60601011,Bgy,Lisub A,TRUE,
60601012,Bgy,Lisub B,TRUE,
60601013,Bgy,Mabuyong,TRUE,
60601014,Bgy,Magdalena,TRUE,
60601015,Bgy,Nasuli C,TRUE,
60601016,Bgy,Nato,TRUE,
60601017,Bgy,Poblacion,TRUE,
60601018,Bgy,Sagua,TRUE,
60601019,Bgy,Salvacion,TRUE,
60601020,Bgy,San Francisco,TRUE,
60601021,Bgy,San Ramon,TRUE,
60601022,Bgy,San Roque,TRUE,
60601023,Bgy,Tagaytay,TRUE,
60601024,Bgy,Talisayan,TRUE,
60602000,Mun,BARBAZA,TRUE,
60602002,Bgy,Baghari,TRUE,
60602003,Bgy,Bahuyan,TRUE,
60602004,Bgy,Beri,TRUE,
60602005,Bgy,Biga-a,TRUE,
60602006,Bgy,Binangbang,TRUE,
60602007,Bgy,Binangbang Centro,TRUE,
60602008,Bgy,Binanu-an,TRUE,
60602009,Bgy,Cadiao,TRUE,
60602010,Bgy,Calapadan,TRUE,
60602011,Bgy,Capoyuan,TRUE,
60602012,Bgy,Cubay,TRUE,
60602013,Bgy,Esparar,TRUE,
60602014,Bgy,Gua,TRUE,
60602015,Bgy,Idao,TRUE,
60602016,Bgy,Igpalge,TRUE,
60602017,Bgy,Igtunarum,TRUE,
60602018,Bgy,Embrangga-an,TRUE,
60602019,Bgy,Integasan,TRUE,
60602020,Bgy,Ipil,TRUE,
60602021,Bgy,Jinalinan,TRUE,
60602022,Bgy,Lanas,TRUE,
60602023,Bgy,Evelio Javier,TRUE,
60602023,Bgy,Langcaon (Evelio Javier),TRUE,
60602023,Bgy,Langcaon,TRUE,
60602024,Bgy,Lisub,TRUE,
60602025,Bgy,Lombuyan,TRUE,
60602026,Bgy,Mablad,TRUE,
60602027,Bgy,Magtulis,TRUE,
60602028,Bgy,Marigne,TRUE,
60602029,Bgy,Mayabay,TRUE,
60602030,Bgy,Mayos,TRUE,
60602031,Bgy,Nalusdan,TRUE,
60602032,Bgy,Narirong,TRUE,
60602033,Bgy,Palma,TRUE,
60602034,Bgy,Poblacion,TRUE,
60602035,Bgy,San Antonio,TRUE,
60602036,Bgy,San Ramon,TRUE,
60602037,Bgy,Soligao,TRUE,
60602038,Bgy,Tabongtabong,TRUE,
60602039,Bgy,Tig-Alaran,TRUE,
60602040,Bgy,Yapo,TRUE,
60603000,Mun,BELISON,TRUE,
60603001,Bgy,Borocboroc,TRUE,
60603002,Bgy,Buenavista,TRUE,
60603003,Bgy,Concepcion,TRUE,
60603004,Bgy,Delima,TRUE,
60603005,Bgy,Ipil,TRUE,
60603006,Bgy,Maradiona,TRUE,
60603007,Bgy,Mojon,TRUE,
60603008,Bgy,Poblacion,TRUE,
60603009,Bgy,Rombang,TRUE,
60603010,Bgy,Salvacion,TRUE,
60603011,Bgy,Sinaja,TRUE,
60604000,Mun,BUGASONG,TRUE,
60604001,Bgy,Anilawan,TRUE,
60604002,Bgy,Arangote,TRUE,
60604003,Bgy,Bagtason,TRUE,
60604004,Bgy,Camangahan,TRUE,
60604005,Bgy,Cubay North,TRUE,
60604006,Bgy,Cubay South,TRUE,
60604009,Bgy,Guija,TRUE,
60604010,Bgy,Igbalangao,TRUE,
60604011,Bgy,Igsoro,TRUE,
60604012,Bgy,Ilaures,TRUE,
60604013,Bgy,Jinalinan,TRUE,
60604014,Bgy,Lacayon,TRUE,
60604015,Bgy,Maray,TRUE,
60604016,Bgy,Paliwan,TRUE,
60604017,Bgy,Pangalcagan,TRUE,
60604018,Bgy,Centro Ilawod (Pob.),FALSE,
60604018,Bgy,Centro Ilawod,TRUE,
60604019,Bgy,Centro Ilaya (Pob.),FALSE,
60604019,Bgy,Centro Ilaya,TRUE,
60604020,Bgy,Centro Pojo (Pob.),FALSE,
60604020,Bgy,Centro Pojo,TRUE,
60604021,Bgy,Sabang East,TRUE,
60604022,Bgy,Sabang West,TRUE,
60604023,Bgy,Tagudtud North,TRUE,
60604024,Bgy,Tagudtud South,TRUE,
60604025,Bgy,Talisay,TRUE,
60604026,Bgy,Tica,TRUE,
60604027,Bgy,Tono-an,TRUE,
60604028,Bgy,Yapu,TRUE,
60604029,Bgy,Zaragoza,TRUE,
60605000,Mun,CALUYA,TRUE,
60605001,Bgy,Alegria,TRUE,
60605002,Bgy,Bacong,TRUE,
60605003,Bgy,Banago,TRUE,
60605004,Bgy,Bonbon,TRUE,
60605005,Bgy,Dawis,TRUE,
60605006,Bgy,Dionela,TRUE,
60605007,Bgy,Harigue,TRUE,
60605008,Bgy,Hininga-an,TRUE,
60605009,Bgy,Imba,TRUE,
60605010,Bgy,Masanag,TRUE,
60605011,Bgy,Poblacion,TRUE,
60605012,Bgy,Sabang,TRUE,
60605013,Bgy,Salamento,TRUE,
60605014,Bgy,Semirara,TRUE,
60605015,Bgy,Sibato,TRUE,
60605016,Bgy,Sibay,TRUE,
60605017,Bgy,Sibolo,TRUE,
60605018,Bgy,Tinogboc,TRUE,
60606000,Mun,CULASI,TRUE,
60606001,Bgy,Alojipan,TRUE,
60606002,Bgy,Bagacay,TRUE,
60606003,Bgy,Balac-balac,TRUE,
60606004,Bgy,Balua,TRUE,
60606004,Bgy,Magsaysay (Balua),TRUE,
60606004,Bgy,Magsaysay,TRUE,
60606005,Bgy,Batbatan Island,TRUE,
60606007,Bgy,Batonan Norte,TRUE,
60606008,Bgy,Batonan Sur,TRUE,
60606009,Bgy,Bita,TRUE,
60606010,Bgy,Bitadton Norte,TRUE,
60606011,Bgy,Bitadton Sur,TRUE,
60606012,Bgy,Buenavista,TRUE,
60606013,Bgy,Buhi,TRUE,
60606014,Bgy,Camancijan,TRUE,
60606015,Bgy,Caridad,TRUE,
60606016,Bgy,Carit-an,TRUE,
60606017,Bgy,Condes,TRUE,
60606018,Bgy,Esperanza,TRUE,
60606019,Bgy,Fe,TRUE,
60606020,Bgy,Flores,TRUE,
60606021,Bgy,Jalandoni,TRUE,
60606022,Bgy,Janlagasi,TRUE,
60606023,Bgy,Lamputong,TRUE,
60606024,Bgy,Lipata,TRUE,
60606025,Bgy,Malacañang,TRUE,
60606026,Bgy,Malalison Island,TRUE,
60606027,Bgy,Maniguin,TRUE,
60606028,Bgy,Naba,TRUE,
60606029,Bgy,Osorio,TRUE,
60606030,Bgy,Paningayan,TRUE,
60606031,Bgy,Centro Poblacion,TRUE,
60606032,Bgy,Centro Norte,TRUE,
60606032,Bgy,Centro Norte (Pob.),FALSE,
60606033,Bgy,Centro Sur (Pob.),FALSE,
60606033,Bgy,Centro Sur,TRUE,
60606034,Bgy,Salde,TRUE,
60606036,Bgy,San Antonio,TRUE,
60606037,Bgy,San Gregorio,TRUE,
60606038,Bgy,San Juan,TRUE,
60606039,Bgy,San Luis,TRUE,
60606040,Bgy,San Pascual,TRUE,
60606041,Bgy,San Vicente,TRUE,
60606042,Bgy,Simbola,TRUE,
60606043,Bgy,Tigbobolo,TRUE,
60606044,Bgy,Tinabusan,TRUE,
60606045,Bgy,Tomao,TRUE,
60606046,Bgy,Valderama,TRUE,
60607000,Mun,DAO,FALSE,
60607000,Mun,TOBIAS FORNIER (DAO),TRUE,
60607000,Mun,TOBIAS FORNIER,FALSE,
60607001,Bgy,Abaca,TRUE,
60607002,Bgy,Aras-Asan,TRUE,
60607003,Bgy,Arobo,TRUE,
60607004,Bgy,Atabay,TRUE,
60607005,Bgy,Atiotes,TRUE,
60607006,Bgy,Bagumbayan,TRUE,
60607007,Bgy,Balloscas,TRUE,
60607008,Bgy,Balud,TRUE,
60607009,Bgy,Barasanan A,TRUE,
60607010,Bgy,Barasanan B,TRUE,
60607011,Bgy,Barasanan C,TRUE,
60607012,Bgy,Bariri,TRUE,
60607013,Bgy,Camandagan,TRUE,
60607014,Bgy,Cato-ogan,TRUE,
60607015,Bgy,Danawan,TRUE,
60607016,Bgy,Diclum,TRUE,
60607017,Bgy,Fatima,TRUE,
60607018,Bgy,Gamad,TRUE,
60607018,Bgy,Igdamacio,TRUE,
60607018,Bgy,Gamad (Igdamacio),TRUE,
60607019,Bgy,Igbalogo,TRUE,
60607020,Bgy,Igbangcal-A,TRUE,
60607021,Bgy,Igbangcal-B,TRUE,
60607022,Bgy,Igbangcal-C,TRUE,
60607023,Bgy,Igcabuad,TRUE,
60607024,Bgy,Igcado,TRUE,
60607025,Bgy,Igcalawagan,TRUE,
60607026,Bgy,Igcapuyas,TRUE,
60607027,Bgy,Igcasicad (San Pedro),TRUE,
60607027,Bgy,Igcasicad,TRUE,
60607027,Bgy,San Pedro,TRUE,
60607028,Bgy,Igdalaguit,TRUE,
60607029,Bgy,Igdanlog,TRUE,
60607030,Bgy,Igdurarog,TRUE,
60607031,Bgy,Igtugas,TRUE,
60607032,Bgy,Lawigan,TRUE,
60607033,Bgy,Manaling (Cata-an),TRUE,
60607033,Bgy,Manaling,TRUE,
60607033,Bgy,Cata-an,TRUE,
60607034,Bgy,Masayo,TRUE,
60607035,Bgy,Nagsubuan,TRUE,
60607036,Bgy,Paciencia,TRUE,
60607037,Bgy,Poblacion Norte,TRUE,
60607038,Bgy,Poblacion Sur,TRUE,
60607039,Bgy,Portillo,TRUE,
60607040,Bgy,Quezon,TRUE,
60607041,Bgy,Opsan (San Jose),TRUE,
60607041,Bgy,San Jose,TRUE,
60607041,Bgy,Opsan,TRUE,
60607042,Bgy,Nasuli-A,TRUE,
60607042,Bgy,San Ramon,TRUE,
60607042,Bgy,Nasuli-A (San Ramon),TRUE,
60607043,Bgy,Salamague,TRUE,
60607043,Bgy,Santa Maria,TRUE,
60607043,Bgy,Salamague (Santa Maria),TRUE,
60607044,Bgy,Santo Tomas,TRUE,
60607045,Bgy,Tacbuyan,TRUE,
60607046,Bgy,Tene,TRUE,
60607047,Bgy,Villaflor,TRUE,
60607048,Bgy,Ysulat,TRUE,
60607049,Bgy,Igcadac,TRUE,
60607050,Bgy,Lindero,TRUE,
60608000,Mun,HAMTIC,TRUE,
60608001,Bgy,Apdo,TRUE,
60608002,Bgy,Asluman,TRUE,
60608003,Bgy,Banawon,TRUE,
60608005,Bgy,Bia-an,TRUE,
60608006,Bgy,Bongbongan I-II,TRUE,
60608008,Bgy,Bongbongan III,TRUE,
60608008,Bgy,Bongbongan 3,FALSE,
60608009,Bgy,Botbot,TRUE,
60608010,Bgy,Budbudan,TRUE,
60608011,Bgy,Buhang,TRUE,
60608012,Bgy,Calacja I,TRUE,
60608012,Bgy,Calacja 1,FALSE,
60608013,Bgy,Calacja II,TRUE,
60608013,Bgy,Calacja 2,FALSE,
60608014,Bgy,Calala,TRUE,
60608015,Bgy,Cantulan,TRUE,
60608016,Bgy,Caridad,TRUE,
60608017,Bgy,Caromangay,TRUE,
60608018,Bgy,Casalngan,TRUE,
60608019,Bgy,Dangcalan,TRUE,
60608020,Bgy,Del Pilar,TRUE,
60608021,Bgy,Fabrica,TRUE,
60608022,Bgy,Funda,TRUE,
60608023,Bgy,Tina,TRUE,
60608023,Bgy,General Fullon,TRUE,
60608023,Bgy,General Fullon (Tina),TRUE,
60608024,Bgy,Guintas,TRUE,
60608025,Bgy,Igbical,TRUE,
60608026,Bgy,Igbucagay,TRUE,
60608027,Bgy,Inabasan,TRUE,
60608028,Bgy,Ingwan-Batangan,TRUE,
60608029,Bgy,La Paz,TRUE,
60608030,Bgy,Lanag,TRUE,
60608030,Bgy,Gov. Evelio B. Javier (Lanag),TRUE,
60608030,Bgy,Gov. Evelio B. Javier,TRUE,
60608031,Bgy,Linaban,TRUE,
60608033,Bgy,Malandog,TRUE,
60608034,Bgy,Mapatag,TRUE,
60608035,Bgy,Masanag,TRUE,
60608036,Bgy,Nalihawan,TRUE,
60608037,Bgy,Pamandayan (Botbot),TRUE,
60608037,Bgy,Pamandayan,TRUE,
60608037,Bgy,Botbot,TRUE,
60608038,Bgy,Pasu-Jungao,TRUE,
60608039,Bgy,Piape I,TRUE,
60608039,Bgy,Piape 1,FALSE,
60608040,Bgy,Piape II,TRUE,
60608040,Bgy,Piape 2,FALSE,
60608041,Bgy,Piape 3,FALSE,
60608041,Bgy,Piape III,TRUE,
60608042,Bgy,"Pili 1, 2, 3",TRUE,
60608045,Bgy,Poblacion 1,TRUE,
60608046,Bgy,Poblacion 2,TRUE,
60608047,Bgy,Poblacion 3,TRUE,
60608048,Bgy,Poblacion 4,TRUE,
60608049,Bgy,Poblacion 5,TRUE,
60608050,Bgy,Pu-ao,TRUE,
60608051,Bgy,Suloc,TRUE,
60608053,Bgy,Villavert-Jimenez,TRUE,
60609000,Mun,LAUA-AN,TRUE,
60609002,Bgy,Banban,TRUE,
60609003,Bgy,Bongbongan,TRUE,
60609004,Bgy,Cabariwan,TRUE,
60609005,Bgy,Cadajug,TRUE,
60609006,Bgy,Canituan,TRUE,
60609007,Bgy,Capnayan,TRUE,
60609008,Bgy,Casit-an,TRUE,
60609009,Bgy,Guinbanga-an,TRUE,
60609010,Bgy,Guiamon,TRUE,
60609011,Bgy,Guisijan,TRUE,
60609012,Bgy,Igtadiao,TRUE,
60609013,Bgy,Intao,TRUE,
60609014,Bgy,Jaguikican,TRUE,
60609015,Bgy,Jinalinan,TRUE,
60609016,Bgy,Lactudan,TRUE,
60609017,Bgy,Latazon,TRUE,
60609018,Bgy,Laua-an,TRUE,
60609019,Bgy,Loon,TRUE,
60609020,Bgy,Liberato,TRUE,
60609021,Bgy,Lindero,TRUE,
60609022,Bgy,Liya-liya,TRUE,
60609023,Bgy,Lugta,TRUE,
60609024,Bgy,Lupa-an,TRUE,
60609025,Bgy,Magyapo,TRUE,
60609026,Bgy,Maria,TRUE,
60609027,Bgy,Mauno,TRUE,
60609028,Bgy,Maybunga,TRUE,
60609029,Bgy,Necesito (Paniatan),TRUE,
60609029,Bgy,Paniatan,TRUE,
60609029,Bgy,Necesito,TRUE,
60609030,Bgy,Oloc,TRUE,
60609031,Bgy,Omlot,TRUE,
60609032,Bgy,Pandanan,TRUE,
60609034,Bgy,Paningayan,TRUE,
60609035,Bgy,Pascuala,TRUE,
60609036,Bgy,Poblacion (Centro),TRUE,
60609036,Bgy,Centro,TRUE,
60609036,Bgy,Poblacion,TRUE,
60609038,Bgy,San Ramon,TRUE,
60609039,Bgy,Santiago,TRUE,
60609040,Bgy,Tibacan,TRUE,
60609041,Bgy,Tigunhao,TRUE,
60609042,Bgy,Virginia,TRUE,
60609043,Bgy,Bagongbayan,TRUE,
60610000,Mun,LIBERTAD,TRUE,
60610001,Bgy,Barusbus,TRUE,
60610002,Bgy,Bulanao,TRUE,
60610003,Bgy,Cubay,TRUE,
60610004,Bgy,Codiong,TRUE,
60610005,Bgy,Igcagay,TRUE,
60610006,Bgy,Inyawan,TRUE,
60610007,Bgy,Lindero,TRUE,
60610008,Bgy,Maramig,TRUE,
60610009,Bgy,Pucio,TRUE,
60610010,Bgy,Pajo,TRUE,
60610011,Bgy,Panangkilon,TRUE,
60610012,Bgy,Paz,TRUE,
60610013,Bgy,Centro Este,TRUE,
60610013,Bgy,Centro Este (Pob.),FALSE,
60610014,Bgy,Centro Weste,TRUE,
60610014,Bgy,Centro Weste (Pob.),FALSE,
60610015,Bgy,San Roque,TRUE,
60610016,Bgy,Tinigbas,TRUE,
60610017,Bgy,Tinindugan,TRUE,
60610018,Bgy,Taboc,TRUE,
60610019,Bgy,Union,TRUE,
60611000,Mun,PANDAN,TRUE,
60611001,Bgy,Aracay,TRUE,
60611002,Bgy,Badiangan,TRUE,
60611003,Bgy,Bagumbayan,TRUE,
60611004,Bgy,Baybay,TRUE,
60611005,Bgy,Botbot,TRUE,
60611007,Bgy,Buang,TRUE,
60611008,Bgy,Cabugao,TRUE,
60611009,Bgy,Candari,TRUE,
60611010,Bgy,Carmen,TRUE,
60611011,Bgy,Centro Sur (Pob.),FALSE,
60611011,Bgy,Centro Sur,TRUE,
60611012,Bgy,Dionela,TRUE,
60611013,Bgy,Dumrog,TRUE,
60611014,Bgy,Duyong,TRUE,
60611015,Bgy,Fragante,TRUE,
60611016,Bgy,Guia,TRUE,
60611017,Bgy,Idiacacan,TRUE,
60611018,Bgy,Jinalinan,TRUE,
60611019,Bgy,Luhod-Bayang,TRUE,
60611020,Bgy,Maadios,TRUE,
60611021,Bgy,Mag-aba,TRUE,
60611022,Bgy,Napuid,TRUE,
60611023,Bgy,Nauring,TRUE,
60611024,Bgy,Patria,TRUE,
60611025,Bgy,Perfecta,TRUE,
60611026,Bgy,Centro Norte (Pob.),FALSE,
60611026,Bgy,Centro Norte,TRUE,
60611027,Bgy,San Andres,TRUE,
60611028,Bgy,San Joaquin,TRUE,
60611029,Bgy,Santa Ana,TRUE,
60611030,Bgy,Santa Cruz,TRUE,
60611031,Bgy,Santa Fe,TRUE,
60611032,Bgy,Santo Rosario,TRUE,
60611033,Bgy,Talisay,TRUE,
60611034,Bgy,Tingib,TRUE,
60611035,Bgy,Zaldivar,TRUE,
60612000,Mun,PATNONGON,TRUE,
60612001,Bgy,Alvañiz,TRUE,
60612002,Bgy,Amparo,TRUE,
60612003,Bgy,Apgahan,TRUE,
60612004,Bgy,Aureliana,TRUE,
60612005,Bgy,Badiangan,TRUE,
60612006,Bgy,Bernaldo A. Julagting (Bitas),TRUE,
60612006,Bgy,Bitas,TRUE,
60612006,Bgy,Bernaldo A. Julagting,TRUE,
60612007,Bgy,Carit-an,TRUE,
60612008,Bgy,Cuyapiao,TRUE,
60612009,Bgy,Villa Elio,TRUE,
60612010,Bgy,Gella,TRUE,
60612011,Bgy,Igbarawan,TRUE,
60612012,Bgy,Igbobon,TRUE,
60612013,Bgy,Igburi,TRUE,
60612014,Bgy,La Rioja,TRUE,
60612015,Bgy,Mabasa,TRUE,
60612016,Bgy,Macarina,TRUE,
60612017,Bgy,Magarang,TRUE,
60612018,Bgy,Magsaysay,TRUE,
60612019,Bgy,Padang,TRUE,
60612020,Bgy,Pandanan,TRUE,
60612021,Bgy,Patlabawon,TRUE,
60612022,Bgy,Poblacion,TRUE,
60612023,Bgy,Quezon,TRUE,
60612024,Bgy,Salaguiawan,TRUE,
60612025,Bgy,Samalague,TRUE,
60612026,Bgy,San Rafael,TRUE,
60612027,Bgy,Tobias Fornier,TRUE,
60612028,Bgy,Tamayoc,TRUE,
60612029,Bgy,Tigbalogo,TRUE,
60612030,Bgy,Villa Crespo,TRUE,
60612031,Bgy,Villa Cruz,TRUE,
60612032,Bgy,Villa Flores,TRUE,
60612033,Bgy,Villa Laua-an,TRUE,
60612034,Bgy,Villa Sal,TRUE,
60612035,Bgy,Villa Salomon,TRUE,
60612036,Bgy,Vista Alegre,TRUE,
60613000,Mun,SAN JOSE,TRUE,
60613001,Bgy,Atabay,TRUE,
60613002,Bgy,Badiang,TRUE,
60613003,Bgy,Barangay 1,TRUE,
60613003,Bgy,Barangay 1 (Pob.),FALSE,
60613004,Bgy,Barangay 2,TRUE,
60613004,Bgy,Barangay 2 (Pob.),FALSE,
60613005,Bgy,Barangay 3 (Pob.),FALSE,
60613005,Bgy,Barangay 3,TRUE,
60613006,Bgy,Barangay 4 (Pob.),FALSE,
60613006,Bgy,Barangay 4,TRUE,
60613007,Bgy,Barangay 5 (Pob.),FALSE,
60613007,Bgy,Barangay 5,TRUE,
60613008,Bgy,Barangay 6 (Pob.),FALSE,
60613008,Bgy,Barangay 6,TRUE,
60613009,Bgy,Barangay 7 (Pob.),FALSE,
60613009,Bgy,Barangay 7,TRUE,
60613010,Bgy,Barangay 8 (Pob.),FALSE,
60613010,Bgy,Barangay 8,TRUE,
60613011,Bgy,Bariri,TRUE,
60613014,Bgy,Bugarot,TRUE,
60613014,Bgy,Bugarot (Catungan-Bugarot),TRUE,
60613014,Bgy,Catungan-Bugarot,TRUE,
60613015,Bgy,Cansadan (Cansadan-Tubudan),TRUE,
60613015,Bgy,Cansadan-Tubudan,TRUE,
60613015,Bgy,Cansadan,TRUE,
60613016,Bgy,Durog,TRUE,
60613017,Bgy,Funda-Dalipe,TRUE,
60613018,Bgy,Igbonglo,TRUE,
60613019,Bgy,Inabasan,TRUE,
60613020,Bgy,Madrangca,TRUE,
60613021,Bgy,Magcalon,TRUE,
60613022,Bgy,Malaiba,TRUE,
60613023,Bgy,Maybato Norte,TRUE,
60613024,Bgy,Maybato Sur,TRUE,
60613025,Bgy,Mojon,TRUE,
60613026,Bgy,Pantao,TRUE,
60613027,Bgy,San Angel,TRUE,
60613028,Bgy,San Fernando,TRUE,
60613029,Bgy,San Pedro,TRUE,
60613030,Bgy,Supa,TRUE,
60614000,Mun,SAN REMIGIO,TRUE,
60614001,Bgy,Agricula,TRUE,
60614002,Bgy,Alegria,TRUE,
60614003,Bgy,Aningalan,TRUE,
60614004,Bgy,Atabay,TRUE,
60614005,Bgy,Bagumbayan,TRUE,
60614006,Bgy,Baladjay,TRUE,
60614007,Bgy,Banbanan,TRUE,
60614008,Bgy,Barangbang,TRUE,
60614009,Bgy,Bawang,TRUE,
60614010,Bgy,Bugo,TRUE,
60614011,Bgy,Bulan-bulan,TRUE,
60614012,Bgy,Cabiawan,TRUE,
60614013,Bgy,Cabunga-an,TRUE,
60614014,Bgy,Cadolonan,TRUE,
60614015,Bgy,Calag-itan,TRUE,
60614015,Bgy,Poblacion,TRUE,
60614015,Bgy,Poblacion (Calag-itan),TRUE,
60614016,Bgy,Carawisan 1,FALSE,
60614016,Bgy,Carawisan I,TRUE,
60614017,Bgy,Carawisan II,TRUE,
60614017,Bgy,Carawisan 2,FALSE,
60614018,Bgy,Carmelo I,TRUE,
60614018,Bgy,Carmelo 1,FALSE,
60614019,Bgy,Carmelo 2,FALSE,
60614019,Bgy,Carmelo II,TRUE,
60614020,Bgy,General Fullon,TRUE,
60614021,Bgy,General Luna,TRUE,
60614022,Bgy,Orquia,TRUE,
60614022,Bgy,Igcatumbal,TRUE,
60614022,Bgy,Orquia (Igcatumbal),TRUE,
60614023,Bgy,Iguirindon,TRUE,
60614024,Bgy,Insubuan,TRUE,
60614025,Bgy,La Union,TRUE,
60614026,Bgy,Lapak,TRUE,
60614027,Bgy,Lumpatan,TRUE,
60614028,Bgy,Magdalena,TRUE,
60614029,Bgy,Maragubdub,TRUE,
60614030,Bgy,Nagbangi I,TRUE,
60614030,Bgy,Nagbangi I (Amatong),TRUE,
60614030,Bgy,Nagbangi 1,FALSE,
60614030,Bgy,Amatong,TRUE,
60614031,Bgy,Nagbangi II,TRUE,
60614031,Bgy,Nagbangi 2,FALSE,
60614033,Bgy,Nasuli,TRUE,
60614034,Bgy,Osorio I,TRUE,
60614034,Bgy,Osorio 1,FALSE,
60614035,Bgy,Osorio II,TRUE,
60614035,Bgy,Osorio 2,FALSE,
60614036,Bgy,Panpanan I,TRUE,
60614036,Bgy,Panpanan 1,FALSE,
60614037,Bgy,Panpanan II,TRUE,
60614037,Bgy,Panpanan 2,FALSE,
60614039,Bgy,Ramon Magsaysay,TRUE,
60614040,Bgy,Rizal,TRUE,
60614041,Bgy,San Rafael,TRUE,
60614042,Bgy,Sinundolan,TRUE,
60614043,Bgy,Sumaray,TRUE,
60614044,Bgy,Trinidad,TRUE,
60614045,Bgy,Tubudan,TRUE,
60614046,Bgy,Vilvar,TRUE,
60614047,Bgy,Walker,TRUE,
60615000,Mun,SEBASTE,TRUE,
60615001,Bgy,Abiera,TRUE,
60615002,Bgy,Aguila,TRUE,
60615003,Bgy,Alegre,TRUE,
60615004,Bgy,Aras-Asan,TRUE,
60615005,Bgy,Bacalan,TRUE,
60615006,Bgy,Callan,TRUE,
60615007,Bgy,Nauhon,TRUE,
60615008,Bgy,P. Javier,TRUE,
60615009,Bgy,Poblacion,TRUE,
60615010,Bgy,Idio,TRUE,
60616000,Mun,SIBALOM,TRUE,
60616002,Bgy,Alangan,TRUE,
60616003,Bgy,Valentin Grasparil,TRUE,
60616003,Bgy,Bad-as,TRUE,
60616003,Bgy,Valentin Grasparil (Bad-as),TRUE,
60616004,Bgy,Bari,TRUE,
60616005,Bgy,Biga-a,TRUE,
60616006,Bgy,Bongbongan I,TRUE,
60616006,Bgy,Bongbongan 1,FALSE,
60616007,Bgy,Bongbongan 2,FALSE,
60616007,Bgy,Bongbongan II,TRUE,
60616008,Bgy,Bongsod,TRUE,
60616009,Bgy,Bontol,TRUE,
60616010,Bgy,Bugnay,TRUE,
60616011,Bgy,Bulalacao,TRUE,
60616012,Bgy,Cabanbanan,TRUE,
60616013,Bgy,Cabariuan,TRUE,
60616014,Bgy,Cabladan,TRUE,
60616015,Bgy,Cadoldolan,TRUE,
60616016,Bgy,Calo-oy,TRUE,
60616017,Bgy,Calog,TRUE,
60616018,Bgy,Catmon,TRUE,
60616019,Bgy,Catungan 1,FALSE,
60616019,Bgy,Catungan I,TRUE,
60616020,Bgy,Catungan II,TRUE,
60616020,Bgy,Catungan 2,FALSE,
60616021,Bgy,Catungan 3,FALSE,
60616021,Bgy,Catungan III,TRUE,
60616022,Bgy,Catungan 4,FALSE,
60616022,Bgy,Catungan IV,TRUE,
60616023,Bgy,Cubay-Sermon,TRUE,
60616024,Bgy,Egaña,TRUE,
60616025,Bgy,Esperanza 1,FALSE,
60616025,Bgy,Esperanza I,TRUE,
60616026,Bgy,Esperanza 2,FALSE,
60616026,Bgy,Esperanza II,TRUE,
60616027,Bgy,Esperanza III,TRUE,
60616027,Bgy,Esperanza 3,FALSE,
60616028,Bgy,Igcococ,TRUE,
60616029,Bgy,Igdalaquit,TRUE,
60616030,Bgy,Igdagmay,TRUE,
60616031,Bgy,Iglanot,TRUE,
60616032,Bgy,Igpanolong,TRUE,
60616033,Bgy,Igparas,TRUE,
60616034,Bgy,Igsuming,TRUE,
60616035,Bgy,Ilabas,TRUE,
60616036,Bgy,Imparayan,TRUE,
60616037,Bgy,Inabasan,TRUE,
60616038,Bgy,Indag-an,TRUE,
60616039,Bgy,Initan,TRUE,
60616040,Bgy,Insarayan,TRUE,
60616041,Bgy,Lacaron,TRUE,
60616042,Bgy,Lagdo,TRUE,
60616043,Bgy,Lambayagan,TRUE,
60616044,Bgy,Luna,TRUE,
60616045,Bgy,Luyang,TRUE,
60616046,Bgy,Maasin,TRUE,
60616047,Bgy,Mabini,TRUE,
60616048,Bgy,Millamena,TRUE,
60616049,Bgy,Mojon,TRUE,
60616050,Bgy,Nagdayao,TRUE,
60616051,Bgy,Cubay-Napultan,TRUE,
60616053,Bgy,Nazareth,TRUE,
60616054,Bgy,Odiong,TRUE,
60616055,Bgy,Olaga,TRUE,
60616056,Bgy,Pangpang,TRUE,
60616057,Bgy,Panlagangan,TRUE,
60616058,Bgy,Pantao,TRUE,
60616059,Bgy,Pasong,TRUE,
60616060,Bgy,Pis-Anan,TRUE,
60616061,Bgy,District 1,FALSE,
60616061,Bgy,District I (Pob.),FALSE,
60616061,Bgy,District I,TRUE,
60616062,Bgy,District 2,FALSE,
60616062,Bgy,District II,TRUE,
60616062,Bgy,District II (Pob.),FALSE,
60616063,Bgy,District 3,FALSE,
60616063,Bgy,District III (Pob.),FALSE,
60616063,Bgy,District III,TRUE,
60616064,Bgy,District 4,FALSE,
60616064,Bgy,District IV,TRUE,
60616064,Bgy,District IV (Pob.),FALSE,
